"V1","V2","V3","V4","V5","V6"
-0.244071390479803,2.14538301574066,-0.795117407804355,0.457210859749466,0.884462259244174,-0.77718466706574
2.87666540360078,-3.84911707602441,-0.168143027462065,0.705421621911228,0.134341008029878,-0.910247270017862
2.13216605596244,3.32405659602955,-0.682480362942442,0.367566225584596,0.031705854460597,-0.904211440356448
-4.76229667896405,3.32166994921863,-0.958902284968644,0.219901032513007,0.756614519516006,-0.332271374296397
1.98155041784048,-0.408980809152126,-0.463296444853768,0.459539400180802,0.313369919778779,-0.796348737087101
-2.00962168630213,3.14118388108909,-0.792315306374803,0.261966650141403,0.353152373339981,-0.152297557797283
-1.90963874571025,0.974714180920273,-0.674068721244112,0.028378207469359,0.911837144521996,-0.348507395014167
0.637228954583406,1.22761705424637,-0.9310987892095,0.171130842994899,0.380938922986388,-0.983368929242715
3.16331355599687,1.59828094299883,-0.926479789894074,0.956111466512084,0.569208002183586,-0.93638442736119
2.80188585165888,1.79758267244324,-0.213165312539786,0.752693000482395,0.067969938274473,-0.240281723905355
1.3346588332206,3.84074492845684,-0.892285091103986,0.0119547464419156,0.975961587624624,-0.416482046013698
-0.35846842918545,1.17103676311672,-0.377373594092205,0.24276823666878,0.592364779207855,-0.399538114434108
2.72793051088229,-0.0681361090391874,-0.746074017137289,0.168626983417198,0.0691191453952342,-0.293014707043767
3.73440851457417,2.43798844050616,-0.974931040778756,0.0214752571191639,0.912331709638238,-0.455496332375333
3.44162605470046,4.53832982340828,-0.26004199241288,0.14409212814644,0.0643302893731743,-0.741381985368207
4.8285916284658,-1.59884700085968,-0.872639285167679,0.585394790163264,0.0367026275489479,-0.348880771081895
1.31532521219924,0.337232244201004,-0.857362064765766,0.072151716100052,0.629700310761109,-0.578929258044809
1.96704070316628,-2.55250917514786,-0.578524271957576,0.899664208525792,0.287008984945714,-0.48932526470162
1.45565291168168,-2.21847504610196,-0.415238137822598,0.873093941481784,0.163168670143932,-0.512822300195694
4.81784186558798,-2.50750728417188,-0.584638924570754,0.554648781660944,0.0860110386274755,-0.596675944980234
